Borinquen Bilingual School,PrivateSchool,Aguadilla,1.00,1,0,,
Ce Preparatory Institute,PrivateSchool,Aguadilla,1.00,1,0,,
Colegio Mocano,PrivateSchool,Aguadilla,1.00,1,0,,
Educational Services Corpus Christi,PrivateSchool,Aguadilla,1.00,1,0,,
Homero Rivera Sola,PublicSchool,Aguadilla,1.00,1,0,,
Ana M. Javariz,PublicSchool,Aguadilla,1.00,1,0,,
Ccda Paraíso Infantil,Childcare,Aguadilla,1.00,1,0,,
Antonio Badillo Hernandez,PublicSchool,Aguadilla,1.00,0,1,,
Alfonso Lopez O'neill,PublicSchool,Aguas Buenas,1.00,1,0,,
"Ccda Plaza Kids, Corp.",Childcare,Aguas Buenas,1.00,0,1,,
Early Head Start Aguas Buenas I - II,Headstart,Aguas Buenas,1.00,0,1,,
Su Bayamoncito,PublicSchool,Aguas Buenas,1.00,0,1,,
Dr Pedro Albizu Campos,PublicSchool,Aguas Buenas,1.00,0,1,,
"Centro De Estudio Casita María, Inc.",PrivateSchool,Aibonito,1.00,1,0,,
Bonifacio Sanchez Jimenez,PublicSchool,Aibonito,1.00,1,0,,
Head Start Vigía,Headstart,Arecibo,1.00,1,0,,
Colegio San Juan Bosco,PrivateSchool,Arecibo,1.00,1,0,,
Dr Cayetano Coll Y Toste,PublicSchool,Arecibo,1.00,1,0,,
Su Manuel Ruiz Gandia,PublicSchool,Arecibo,1.00,1,0,,
Su Barrio Sabana Hoyos (Nueva),PublicSchool,Arecibo,1.00,1,0,,
Head Start Candelaria II,Headstart,Arecibo,1.00,0,1,,
Early Head Start Hato Arriba I,Headstart,Arecibo,1.00,0,1,,
Maria Cadilla De Martinez,PublicSchool,Arecibo,1.00,0,1,,
Jose Horacio Cora,PublicSchool,Arroyo,1.00,1,0,,
Adalberto Sanchez Morales,PublicSchool,Arroyo,1.00,1,0,,
Superior Urbana Nueva,PublicSchool,Arroyo,1.00,1,0,,
Ccda Habacuc,Childcare,Añasco,1.00,1,0,,
"Centro De Cuidado Diurno Habacuc, Inc",PrivateSchool,Añasco,1.00,1,0,,
Escuela Especializada Alcides Figueroa,PublicSchool,Añasco,1.00,1,0,,
Antonio Gonzalez Suarez,PublicSchool,Añasco,1.00,1,0,,
Luis Muñoz Marin,PublicSchool,Añasco,1.00,1,0,,
Espino,PublicSchool,Añasco,1.00,0,1,,
Head Start Magueyes,Headstart,Barceloneta,1.00,1,0,,
Academia Nuestra Señora De Fatima Inc.,PrivateSchool,Barceloneta,1.00,1,0,,
Nueva Intermedia,PublicSchool,Barceloneta,1.00,1,0,,
Ccda Escuela Bilingue Hostos,PrivateSchool,Barceloneta,1.00,1,0,,
ALLIANCE CHRISTIAN ACADEMY,PrivateSchool,Barranquitas,1.00,1,0,,
"Cem San Francisco De Asís, Inc.",PrivateSchool,Barranquitas,1.00,1,0,,
Petroamerica Pagan,PublicSchool,Barranquitas,1.00,1,0,,
Antonio Vazquez Ramos - La Loma,PublicSchool,Barranquitas,1.00,1,0,,
Jose Colon Gonzalez,PublicSchool,Barranquitas,1.00,0,1,,
Little in Action,PrivateSchool,Bayamón,1.00,1,0,,
"Ccda Proyecto Nacer, Inc.",Childcare,Bayamón,1.00,1,0,,
Academia Claret,PrivateSchool,Bayamón,1.00,1,0,,
Academia Santa Rosa De Lima,PrivateSchool,Bayamón,1.00,1,0,,
"ELITE EDUCATIONAL GROUP, CORP",PrivateSchool,Bayamón,1.00,1,0,,
GLOBAL MISSION ACADEMY,PrivateSchool,Bayamón,1.00,1,0,,
Colegio Nuestra Señora Del Rosario,PrivateSchool,Bayamón,1.00,1,0,,
Colegio Santisima Trinidad,PrivateSchool,Bayamón,1.00,1,0,,
"Harvard Academy, Inc.",PrivateSchool,Bayamón,1.00,1,0,,
National Talent Academy Centro De Extension-Bayamo,PrivateSchool,Bayamón,1.00,1,0,,
Visual And Performing Arts Christian School,PrivateSchool,Bayamón,1.00,1,0,,
Wise People School And Day Care,PrivateSchool,Bayamón,1.00,1,0,,
Juan Morell Campos,PublicSchool,Bayamón,1.00,1,0,,
Marta Velez De Fajardo,PublicSchool,Bayamón,1.00,1,0,,
Maria Vazquez De Umpierre,PublicSchool,Bayamón,1.00,1,0,,
Bernardo Huyke,PublicSchool,Bayamón,1.00,1,0,,
Rafael Colon Salgado,PublicSchool,Bayamón,1.00,1,0,,
Ines Maria Mendoza,PublicSchool,Bayamón,1.00,1,0,,
Jesus Sanchez Erazo,PublicSchool,Bayamón,1.00,1,0,,
Carmen Gomez Tejera,PublicSchool,Bayamón,1.00,1,0,,
María E Bas De Vázquez,PublicSchool,Bayamón,1.00,1,0,,
Mariano Feliu Balseiro,PublicSchool,Bayamón,1.00,1,0,,
Ccda First Step Center Corp.,Childcare,Bayamón,1.00,1,0,,
Ccda Gallery Kids,Childcare,Bayamón,1.00,1,0,,
Ccda Jardin De Infantes Flamingo Hills,Childcare,Bayamón,1.00,1,0,,
Rio Hondo Learning Academy,PrivateSchool,Bayamón,1.00,0,1,,
Athena Bilingual Academy,PrivateSchool,Bayamón,1.00,0,1,,
James Garfield,PublicSchool,Cabo Rojo,1.00,1,0,,
Ines Maria Mendoza,PublicSchool,Cabo Rojo,1.00,1,0,,
Monserrate Leon Irizarry,PublicSchool,Cabo Rojo,1.00,1,0,,
"Head Start Colaboración I , II y III",Headstart,Cabo Rojo,1.00,0,1,,
Pedro Nelson Colberg,PublicSchool,Cabo Rojo,1.00,0,1,,
Ccda Centro De Cuido Borinquen,Childcare,Caguas,1.00,1,0,,
Caguas Private School,PrivateSchool,Caguas,1.00,1,0,,
Colegio Kiany,PrivateSchool,Caguas,1.00,1,0,,
Head Start Bairoa Park I & II,Headstart,Caguas,1.00,1,0,,
Head Start Jardines de Condado,Headstart,Caguas,1.00,1,0,,
Head Start Las Carolinas,Headstart,Caguas,1.00,1,0,,
Head Start Villa Blanca II,Headstart,Caguas,1.00,1,0,,
Early Head Start Cañabón,Headstart,Caguas,1.00,1,0,,
Colegio San Juan Apostol Y Evangelista,PrivateSchool,Caguas,1.00,1,0,,
"Da Vinci Academy Of Science, Technology And Arts",PrivateSchool,Caguas,1.00,1,0,,
Liceo Eugenio Maria De Hostos,PrivateSchool,Caguas,1.00,1,0,,
Little Harvard Bilingual School,PrivateSchool,Caguas,1.00,1,0,,
Nuestra Escuela,PrivateSchool,Caguas,1.00,1,0,,
Francisco Valdes Rola,PublicSchool,Caguas,1.00,1,0,,
Haydee Caballero,PublicSchool,Caguas,1.00,1,0,,
Eloisa Pascual,PublicSchool,Caguas,1.00,1,0,,
Ines Maria Mendoza,PublicSchool,Caguas,1.00,1,0,,
Head Start Anexo,Headstart,Caguas,1.00,0,1,,
Head Start Fundación Para El Desarrollo Hogar Propio Inc,Headstart,Caguas,1.00,0,1,,
Head Start La Mesa,Headstart,Caguas,1.00,0,1,,
Head Start Oficinas Centrales,Headstart,Caguas,1.00,0,1,,
Colegio De Integración Educativa,PrivateSchool,Caguas,1.00,0,1,,
Luis Muñoz Rivera,PublicSchool,Caguas,1.00,0,1,,
Head Start Puente Zarza,Headstart,Camuy,1.00,1,0,,
Ccda Ayani Inc,Childcare,Camuy,1.00,1,0,,
Headt Start Membrillo I Salón 1 y 2,Headstart,Camuy,1.00,0,1,,
Colegio Evangélico Mi Pequeño Rebaño,PrivateSchool,Camuy,1.00,0,1,,
Ccda Mi Pequeño Rebano,Childcare,Camuy,1.00,0,1,,
Academia Bautista Sotera Sanchez,PrivateSchool,Canóvanas,1.00,1,0,,
Emanuel Centro Educativo,PrivateSchool,Canóvanas,1.00,1,0,,
Antonio R Barcelo,PublicSchool,Canóvanas,1.00,1,0,,
Jose Santos Quiñones,PublicSchool,Canóvanas,1.00,1,0,,
Centro de Cuido Diurno Los Indiecitos,Childcare,Canóvanas,1.00,0,1,,
Ccda Estrellitas,Childcare,Carolina,1.00,1,0,,
Head Start Canarios Pequeñines,Headstart,Carolina,1.00,1,0,,
Head Start Golondrina II,Headstart,Carolina,1.00,1,0,,
Head Start Calandria,Headstart,Carolina,1.00,1,0,,
Head Start San Pedrito,Headstart,Carolina,1.00,1,0,,
ARMOR BILINGUAL ACADEMY,PrivateSchool,Carolina,1.00,1,0,,
Alice's School,PrivateSchool,Carolina,1.00,1,0,,
Colegio Cervantes,PrivateSchool,Carolina,1.00,1,0,,
Sebastian Biligual School Inc.,PrivateSchool,Carolina,1.00,1,0,,
Pj Education Training School Carolina (A 75-60),PrivateSchool,Carolina,1.00,1,0,,
Eduardo J Saldaña,PublicSchool,Carolina,1.00,1,0,,
Jose Severo Quiñones,PublicSchool,Carolina,1.00,1,0,,
Prisco Fuentes,PublicSchool,Carolina,1.00,1,0,,
Dr Jose M Lazaro,PublicSchool,Carolina,1.00,1,0,,
Rene Marques,PublicSchool,Carolina,1.00,1,0,,
Agustin Cabrera,PublicSchool,Carolina,1.00,1,0,,
Carlos F Daniels (Voc. De Area),PublicSchool,Carolina,1.00,1,0,,
Escuela Jose E Aponte De La Torre,PrivateSchool,Carolina,1.00,0,1,,
Salvador Brau,PublicSchool,Carolina,1.00,0,1,,
Head Start Caritas Felices,Headstart,Cataño,1.00,0,1,,
ACADEMIA CRISTIANA DE CAYEY,PrivateSchool,Cayey,1.00,1,0,,
Head Start Brisas de Cayey,Headstart,Cayey,1.00,1,0,,
Academia La Milagrosa De Cayey,PrivateSchool,Cayey,1.00,1,0,,
Probaseball High School & Academy,PrivateSchool,Cayey,1.00,1,0,,
Su Gerardo Selles Sola,PublicSchool,Cayey,1.00,0,1,,
Croec-Centro Residencial De Oportunidades,PublicSchool,Ceiba,1.00,1,0,,
Irma Pedraza Ruiz,PublicSchool,Ceiba,1.00,1,0,,
Hato Viejo Cumbre,PublicSchool,Ciales,1.00,1,0,,
Juan A Corretjer,PublicSchool,Ciales,1.00,1,0,,
Colegio Nuestra Señora Del Rosario,PrivateSchool,Ciales,1.00,1,0,,
Colegio Mundo De Los Niños,PrivateSchool,Cidra,1.00,1,0,,
Su Certenejas Ii,PublicSchool,Cidra,1.00,1,0,,
Ana J Candelas,PublicSchool,Cidra,1.00,1,0,,
Violeta Reyes Perez,PublicSchool,Cidra,1.00,1,0,,
Professional Career Training,PrivateSchool,Cidra,1.00,0,1,,
Su Eugenio Nazario Soto,PublicSchool,Coamo,1.00,1,0,,
Herminio W Santaella,PublicSchool,Coamo,1.00,0,1,,
Su Maria C Santiago,PublicSchool,Comerío,1.00,1,0,,
Superior Vocacional Nueva,PublicSchool,Comerío,1.00,1,0,,
Juana Colon,PublicSchool,Comerío,1.00,0,1,,
"LCS Private School, Inc",Childcare,Corozal,1.00,1,0,,
Pablo David Burgos Marrero,PublicSchool,Corozal,1.00,1,0,,
Headstart Villa Santa,Headstart,Dorado,1.00,1,0,,
Jacinto Lopez Martinez,PublicSchool,Dorado,1.00,1,0,,
Luisa M Valderrama (San Antonio),PublicSchool,Dorado,1.00,1,0,,
Ccda Sonifel,Childcare,Fajardo,1.00,1,0,,
Gabino Soto,PublicSchool,Fajardo,1.00,1,0,,
Josefina Ferrero,PublicSchool,Fajardo,1.00,1,0,,
Centro Early Head Start Luis Pales Matos,Headstart,Guayama,1.00,1,0,,
Aristides Cales Quiros,PublicSchool,Guayanilla,1.00,1,0,,
Academia Cristiana Logos,PrivateSchool,Guaynabo,1.00,1,0,,
Betty Rosado De Vega,PublicSchool,Guaynabo,1.00,1,0,,
Ramon Marin Sola,PublicSchool,Guaynabo,1.00,1,0,,
Mariano Abril Elemental,PublicSchool,Guaynabo,1.00,1,0,,
Santa Rosa III,PublicSchool,Guaynabo,1.00,1,0,,
Juan E Miranda,PublicSchool,Guaynabo,1.00,1,0,,
Luis Muñoz Rivera Ii,PublicSchool,Guaynabo,1.00,1,0,,
Juan Ponce De Leon,PublicSchool,Guaynabo,1.00,1,0,,
Nueva Elemental Urbana De Guaynabo,PublicSchool,Guaynabo,1.00,1,0,,
"American Academy, Inc.",PrivateSchool,Gurabo,1.00,1,0,,
Matias Gonzalez Garcia,PublicSchool,Gurabo,1.00,1,0,,
Villa Marina,PublicSchool,Gurabo,1.00,1,0,,
STEP BY STEP LEARNING SCHOOL,PrivateSchool,Gurabo,1.00,0,1,,
Head Start Celada I y II,Headstart,Gurabo,1.00,0,1,,
Su Vidal Serrano,PublicSchool,Gurabo,1.00,0,1,,
Elsa E Couto Annoni,PublicSchool,Guánica,1.00,1,0,,
Agripina Seda,PublicSchool,Guánica,1.00,0,1,,
Luis Muñoz Rivera,PublicSchool,Hatillo,1.00,1,0,,
Eugenio Maria De Hostos,PublicSchool,Hatillo,1.00,1,0,,
Abraham Lincoln Bilingual School,PrivateSchool,Hatillo,1.00,1,0,,
Mil Mascaras Academy,PrivateSchool,Hormigueros,1.00,1,0,,
Next Generation Academy,PrivateSchool,Humacao,1.00,1,0,,
PARADISE KIDS ACADEMY,PrivateSchool,Humacao,1.00,1,0,,
Candido Berrios,PublicSchool,Humacao,1.00,1,0,,
Lidia Fiol Scarano,PublicSchool,Humacao,1.00,1,0,,
Escuela Libre De Musica,PublicSchool,Humacao,1.00,1,0,,
Ccda Manos Y Manitas Inc,Childcare,Humacao,1.00,0,1,,
Head Start Isabela Edif. 2,Headstart,Isabela,1.00,1,0,,
Castillo Bilingual School,PrivateSchool,Isabela,1.00,1,0,,
Little Rainbow Learning Center,PrivateSchool,Isabela,1.00,1,0,,
"Los Pinos Bilingual School, Inc.",PrivateSchool,Isabela,1.00,1,0,,
Antonio Geigel Paredes,PublicSchool,Isabela,1.00,1,0,,
Nueva Ceferina Cordero,PublicSchool,Isabela,1.00,1,0,,
Adrian Torres Torres,PublicSchool,Jayuya,1.00,0,1,,
Felipe Colon Diaz,PublicSchool,Juana Díaz,1.00,1,0,,
Dr Maximo Donoso Sanchez,PublicSchool,Juana Díaz,1.00,1,0,,
Pedro Colon Santiago,PublicSchool,Juana Díaz,1.00,1,0,,
Luis Llorens Torres,PublicSchool,Juana Díaz,1.00,0,1,,
Juan Serapio Mangual,PublicSchool,Juana Díaz,1.00,0,1,,
Su Clara M Aramburu,PublicSchool,Juncos,1.00,1,0,,
Isabel Flores,PublicSchool,Juncos,1.00,1,0,,
Jose Collazo Colon,PublicSchool,Juncos,1.00,1,0,,
Roberto Silva Morales,PublicSchool,Juncos,1.00,1,0,,
Head Start La Plata,Headstart,Lajas,1.00,1,0,,
Head Start Bosquecito Magico,Headstart,Lajas,1.00,0,1,,
Julio Lebron Soto,PublicSchool,Lares,1.00,1,0,,
Su Angelita Delgado,PublicSchool,Lares,1.00,1,0,,
Hector Hernandez Arana,PublicSchool,Lares,1.00,1,0,,
Profesor Rafael Alicea Vazquez,PublicSchool,Lares,1.00,0,1,,
Eva Y Patria Custodio,PublicSchool,Las Marías,1.00,1,0,,
East Point Academy,PrivateSchool,Las Piedras,1.00,1,0,,
Carmen Benitez,PublicSchool,Las Piedras,1.00,1,0,,
Leoncio Melendez,PublicSchool,Las Piedras,1.00,1,0,,
Mediania Alta Elemental,PublicSchool,Loiza,1.00,1,0,,
Intermedia Nueva Mediania Baja,PublicSchool,Loiza,1.00,1,0,,
Superior Voc Eladio Rivera Quiñones,PublicSchool,Loiza,1.00,1,0,,
Colegio Villas De Loiza,PrivateSchool,Loiza,1.00,0,1,,
Kelly School,PrivateSchool,Luquillo,1.00,1,0,,
Head Start Cantera,Headstart,Manatí,1.00,1,0,,
Academia Discípulos De Cristo Manatí,PrivateSchool,Manatí,1.00,1,0,,
Felix Cordova Davila,PublicSchool,Manatí,1.00,0,1,,
Academia Adventista Del Oeste,PrivateSchool,Mayagüez,1.00,1,0,,
Colegio De La Milagrosa,PrivateSchool,Mayagüez,1.00,1,0,,
Mayagüez Academy & Learn Language Center Corp.,PrivateSchool,Mayagüez,1.00,1,0,,
Jose Gautier Benitez,PublicSchool,Mayagüez,1.00,1,0,,
Olga Mas Ramirez,PublicSchool,Mayagüez,1.00,1,0,,
Croem,PublicSchool,Mayagüez,1.00,1,0,,
Maria Luisa Arcelay,PublicSchool,Mayagüez,1.00,1,0,,
Elvira Ruperto Quiles,PublicSchool,Mayagüez,1.00,1,0,,
Cuchillas,PublicSchool,Moca,1.00,1,0,,
Dr Efrain Sanchez Hidalgo,PublicSchool,Moca,1.00,1,0,,
Head Start Moca,Headstart,Moca,1.00,0,1,,
Adolfo Babilonia,PublicSchool,Moca,1.00,0,1,,
Juan De Dios Quiñones,PublicSchool,Moca,1.00,0,1,,
Juana G Aviles (Franquez),PublicSchool,Morovis,1.00,1,0,,
Jorge L Marrero Padilla,PublicSchool,Morovis,1.00,1,0,,
Oscar Rodriguez Rivera (Barahona),PublicSchool,Morovis,1.00,1,0,,
Ramon Torres Rivera,PublicSchool,Morovis,1.00,0,1,,
Head Start Rio Blanco,Headstart,Naguabo,1.00,1,0,,
"Centro Educativo Pasitos Del Saber, Inc.",PrivateSchool,Naguabo,1.00,1,0,,
Quebrada Grande,PublicSchool,Naguabo,1.00,1,0,,
Eugenio Brac,PublicSchool,Naguabo,1.00,1,0,,
Su Silverio Garcia,PublicSchool,Naguabo,1.00,1,0,,
Academia Santa Teresita De Naranjito Inc,PrivateSchool,Naranjito,1.00,1,0,,
Francisco Morales,PublicSchool,Naranjito,1.00,1,0,,
Su Adolfo Garcia,PublicSchool,Naranjito,1.00,1,0,,
Su Pedro Fernandez,PublicSchool,Naranjito,1.00,1,0,,
Silvestre Martinez,PublicSchool,Naranjito,1.00,1,0,,
Ruben Rodriguez Figueroa,PublicSchool,Naranjito,1.00,1,0,,
Headstart Barros,Headstart,Orocovis,1.00,1,0,,
Su Matrullas,PublicSchool,Orocovis,1.00,1,0,,
Su Sanamuertos,PublicSchool,Orocovis,1.00,1,0,,
Nelida Melendez Melendez,PublicSchool,Orocovis,1.00,1,0,,
Visitacion Pagan,PublicSchool,Orocovis,1.00,0,1,,
Su Botijas I,PublicSchool,Orocovis,1.00,0,1,,
Head Start Lirios del Sur I,Headstart,Ponce,1.00,1,0,,
Centro San Francisco Inc,PrivateSchool,Ponce,1.00,1,0,,
Colegio Episcopal Santisima Trinidad,PrivateSchool,Ponce,1.00,1,0,,
Colegio La Milagrosa,PrivateSchool,Ponce,1.00,1,0,,
Los Faroles Bilingual School Y Jardin Infantil,PrivateSchool,Ponce,1.00,1,0,,
Eduardo Neumann Gandia,PublicSchool,Ponce,1.00,1,0,,
Juan Cuevas Aboy,PublicSchool,Ponce,1.00,1,0,,
Juan Serralles (Superior),PublicSchool,Ponce,1.00,1,0,,
Abraham Lincoln,PublicSchool,Ponce,1.00,1,0,,
Lucy Grillasca,PublicSchool,Ponce,1.00,1,0,,
Ponce High School,PublicSchool,Ponce,1.00,1,0,,
Dr Pila,PublicSchool,Ponce,1.00,1,0,,
Dr Alfredo M Aguayo,PublicSchool,Ponce,1.00,1,0,,
Sor Isolina Ferre,PublicSchool,Ponce,1.00,1,0,,
Superior Jardines De Ponce,PublicSchool,Ponce,1.00,1,0,,
Juan Morel Campos (Musica),PublicSchool,Ponce,1.00,1,0,,
Bellas Artes De Ponce,PublicSchool,Ponce,1.00,1,0,,
Maria E Archeval Salamo De Valdes,PublicSchool,Ponce,1.00,0,1,,
Academia Serrant,PrivateSchool,Ponce,1.00,0,1,,
Colegio Creciendo Juntos,PrivateSchool,Ponce,1.00,0,1,,
Llanos Del Sur,PublicSchool,Ponce,1.00,0,1,,
Juan Serralles (Intermedia),PublicSchool,Ponce,1.00,0,1,,
Lila Maria Mercedes Mayoral,PublicSchool,Ponce,1.00,0,1,,
Su Honorio Hernandez,PublicSchool,Quebradillas,1.00,1,0,,
"Centro De Educación Integral Soles Del Jardín,Inc.",PrivateSchool,Quebradillas,1.00,0,1,,
Head Start Estelas,Headstart,Rincón,1.00,1,0,,
Colegio Bautista Rosa De Sarón,PrivateSchool,Rio Grande,1.00,1,0,,
Liberata Iraldo (Nueva),PublicSchool,Rio Grande,1.00,1,0,,
Edmundo Del Valle Cruz,PublicSchool,Rio Grande,1.00,1,0,,
Pre-Vocacional Casiano Cepeda,PublicSchool,Rio Grande,1.00,1,0,,
Carmen Feliciano Carrera,PublicSchool,Rio Grande,1.00,1,0,,
Hea Start / Early Head Start La Dolores ll,Headstart,Rio Grande,1.00,0,1,,
Centro Educativo Elohimm,PrivateSchool,Sabana Grande,1.00,1,0,,
Academia San Agustín Y Espíritu Santo,PrivateSchool,Sabana Grande,1.00,1,0,,
Ccda Aurea E. Negron,Childcare,Sabana Grande,1.00,0,1,,
SALINAS CHRISTIAN ACADEMY,PrivateSchool,Salinas,1.00,1,0,,
Colegio Nuestra Señora Del Perpetuo Socorro,PrivateSchool,Salinas,1.00,1,0,,
Academia Deportiva Del Albergue Olimpico,PrivateSchool,Salinas,1.00,1,0,,
Stella Marquez,PublicSchool,Salinas,1.00,1,0,,
Su Sabana Llana,PublicSchool,Salinas,1.00,1,0,,
Daskalos,PrivateSchool,San Juan,1.00,1,0,,
Ccda Centro Desarrollo Preescolar Upr,Childcare,San Juan,1.00,1,0,,
Head Start Villa Palmeras,Headstart,San Juan,1.00,1,0,,
Escuela Secundaria UPR,PrivateSchool,San Juan,1.00,1,0,,
FRUTO DE LA VID CHRISTIAN ACADEMY,PrivateSchool,San Juan,1.00,1,0,,
Escuela Elemental UPR,PrivateSchool,San Juan,1.00,1,0,,
Head Start y Early Head Start El Castillo Infantil,Headstart,San Juan,1.00,1,0,,
Head Start Antigua Vía,Headstart,San Juan,1.00,1,0,,
Head Start Cupey Alto,Headstart,San Juan,1.00,1,0,,
Head Start Jardínes del Paraíso,Headstart,San Juan,1.00,1,0,,
Centros Sor Isolina Ferré-Caimito,PrivateSchool,San Juan,1.00,1,0,,
Academia Maria Reina,PrivateSchool,San Juan,1.00,1,0,,
Casa Montessori Del Niño,PrivateSchool,San Juan,1.00,1,0,,
Christian Day School,PrivateSchool,San Juan,1.00,1,0,,
Colegio Creativo De Puerto Rico,PrivateSchool,San Juan,1.00,1,0,,
"Colegio Mi Reino Infantil/Reino Elemental, Inc.",PrivateSchool,San Juan,1.00,1,0,,
Colegio Nuestra Señora De La Providencia,PrivateSchool,San Juan,1.00,1,0,,
Colegio Nuestra Señora Del Carmen (Trujillo Alto),PrivateSchool,San Juan,1.00,1,0,,
Julio Selles Sola,PublicSchool,San Juan,1.00,1,0,,
Central Artes Visuales,PublicSchool,San Juan,1.00,1,0,,
Antonio B Caimary,PublicSchool,San Juan,1.00,1,0,,
Dr Francisco Hernandez Y Gaetan,PublicSchool,San Juan,1.00,1,0,,
Juan Ramon Jimenez,PublicSchool,San Juan,1.00,1,0,,
Gaspar Vila Mayans,PublicSchool,San Juan,1.00,1,0,,
Ines Maria Mendoza,PublicSchool,San Juan,1.00,1,0,,
Su Dr Arturo Morales Carrion,PublicSchool,San Juan,1.00,1,0,,
Ramon Vila Mayo,PublicSchool,San Juan,1.00,1,0,,
Luis Llorens Torres,PublicSchool,San Juan,1.00,1,0,,
Manuel Boada,PublicSchool,San Juan,1.00,1,0,,
Ramon Power Y Giralt,PublicSchool,San Juan,1.00,1,0,,
Ernesto Ramos Antonini (Musica),PublicSchool,San Juan,1.00,1,0,,
San Martin (Angeles Pastor),PublicSchool,San Juan,1.00,1,0,,
Sotero Figueroa,PublicSchool,San Juan,1.00,1,0,,
Ccda Preescolar Son Soles,Childcare,San Juan,1.00,1,0,,
Ccda Robinson School Inc./Robinson Toddler Program,Childcare,San Juan,1.00,1,0,,
Escuela Alianza Vimenti School,PublicSchool,San Juan,1.00,0,1,,
Instituto Tec Recinto De San Juan,PublicSchool,San Juan,1.00,0,1,,
Commonwealth-Parkville School,PrivateSchool,San Juan,1.00,0,1,,
Dynamic Learning Centers,PrivateSchool,San Juan,1.00,0,1,,
Nueva Escuela Montessori,PrivateSchool,San Juan,1.00,0,1,,
Felipe Gutierrez,PublicSchool,San Juan,1.00,0,1,,
Manuel A Perez,PublicSchool,San Juan,1.00,0,1,,
Federico Asenjo (Pre-Tecnica),PublicSchool,San Juan,1.00,0,1,,
El Señorial,PublicSchool,San Juan,1.00,0,1,,
"Ccda Nueva Escuela Montessori De Rio Piedras, Inc",Childcare,San Juan,1.00,0,1,,
Ccda Rainforest Kids Child Development Center,Childcare,San Juan,1.00,0,1,,
Centro Head Start Espino Parcelas,Headstart,San Lorenzo,1.00,1,0,,
Luis Muñoz Rivera,PublicSchool,San Lorenzo,1.00,1,0,,
Jose Campeche,PublicSchool,San Lorenzo,1.00,1,0,,
Su Jagual Adentro,PublicSchool,San Lorenzo,1.00,0,1,,
Academia Adventista Central Ramon Rivera Perez,PrivateSchool,San Sebastián,1.00,1,0,,
Emilio Scharon Rodriguez,PublicSchool,San Sebastián,1.00,1,0,,
Aurora Mendez Charneco,PublicSchool,San Sebastián,1.00,1,0,,
Ana Valldejuly (Jauca),PublicSchool,Santa Isabel,1.00,1,0,,
Manuel Martin Monserrate,PublicSchool,Santa Isabel,1.00,1,0,,
Pedro Melendez Santiago,PublicSchool,Santa Isabel,1.00,1,0,,
Elvira M Colon,PublicSchool,Santa Isabel,1.00,1,0,,
Headstart Toa Alta Pueblo,Headstart,Toa Alta,1.00,1,0,,
Headstart Alturas de Bucarabones,Headstart,Toa Alta,1.00,1,0,,
Nicolas Sevilla,PublicSchool,Toa Alta,1.00,1,0,,
Alejandro Jr Cruz,PublicSchool,Toa Alta,1.00,1,0,,
Abelardo Diaz Alfaro,PublicSchool,Toa Alta,1.00,1,0,,
"Academia Adventista De Mucarabones, Teresa Cancel",PrivateSchool,Toa Alta,1.00,1,0,,
Colegio Doriber,PrivateSchool,Toa Alta,1.00,1,0,,
"My First Bilingual School, Inc.",PrivateSchool,Toa Alta,1.00,1,0,,
Academia De Ciencias Y Tecnologia Alianza,PublicSchool,Toa Baja,1.00,1,0,,
Luis M Santiago,PublicSchool,Toa Baja,1.00,1,0,,
Altinencia Valle,PublicSchool,Toa Baja,1.00,1,0,,
Jose Nevarez Lopez,PublicSchool,Toa Baja,1.00,1,0,,
Academia Espíritu Santo,PrivateSchool,Toa Baja,1.00,1,0,,
Adolfina Irizarry De Puig,PublicSchool,Toa Baja,1.00,0,1,,
Jose Robles Otero,PublicSchool,Toa Baja,1.00,0,1,,
Head Start La Gloria,Headstart,Trujillo Alto,1.00,1,0,,
Colegio Y Noviciado Santa Maria Del Camino,PrivateSchool,Trujillo Alto,1.00,1,0,,
Covenant Private School,PrivateSchool,Trujillo Alto,1.00,1,0,,
Jireh Christhian Academy & Day Care,PrivateSchool,Trujillo Alto,1.00,1,0,,
Nafian College Inc,PrivateSchool,Trujillo Alto,1.00,1,0,,
El Conquistador,PublicSchool,Trujillo Alto,1.00,1,0,,
Herminia Diaz Aponte,PublicSchool,Trujillo Alto,1.00,1,0,,
Nueva Elem Bo Quebrada Negrito,PublicSchool,Trujillo Alto,1.00,1,0,,
Head Start y Early Head Start Las Colinas,Headstart,Trujillo Alto,1.00,0,1,,
Colegio Utuadeño San Jose,PrivateSchool,Utuado,1.00,1,0,,
Francisco Ramos Sanchez,PublicSchool,Utuado,1.00,1,0,,
Luis Muñoz Rivera,PublicSchool,Utuado,1.00,1,0,,
Elemental Urbana,PublicSchool,Vega Alta,1.00,1,0,,
Antonio Paoli,PublicSchool,Vega Alta,1.00,1,0,,
Rafael Hernandez,PublicSchool,Vega Alta,1.00,1,0,,
Ignacio Miranda,PublicSchool,Vega Alta,1.00,1,0,,
Elisa Davila Vazquez,PublicSchool,Vega Alta,1.00,1,0,,
Nw Bilingual Academy,PrivateSchool,Vega Alta,1.00,1,0,,
Ccda Nw Bilingual Academy Llc,Childcare,Vega Alta,1.00,1,0,,
Academia Discipulos De Cristo,PrivateSchool,Vega Alta,1.00,0,1,,
Ccda Step By Step,Childcare,Vega Baja,1.00,1,0,,
